sale_id,customer_id,product_id,amount,date
115252,3516,246,98.89,2025-07-29
115253,2855,260,824.72,2025-07-29
115254,3005,219,818.74,2025-07-29
115255,1330,156,226.11,2025-07-29
115256,1197,176,477.17,2025-07-29
115257,3566,232,339.75,2025-07-29
115258,1798,276,107.17,2025-07-29
115259,1338,103,327.54,2025-07-29
115260,2631,160,249.15,2025-07-29
115261,1684,186,503.19,2025-07-29
115262,2540,263,785.98,2025-07-29
115263,71,223,847.84,2025-07-29
115264,3444,252,796.59,2025-07-29
115265,1719,278,598.76,2025-07-29
115266,818,264,439.47,2025-07-29
115267,1510,157,795.76,2025-07-29
115268,4139,222,58.23,2025-07-29
115269,3386,126,970.62,2025-07-29
115270,333,189,117.43,2025-07-29
115271,2987,136,417.03,2025-07-29
115272,1151,132,962.95,2025-07-29
115273,4060,134,373.2,2025-07-29
115274,3729,249,104.82,2025-07-29
115275,3962,138,476.97,2025-07-29
115276,2783,137,708.98,2025-07-29
115277,3696,268,966.0,2025-07-29
115278,4994,213,748.46,2025-07-29
115279,384,241,912.13,2025-07-29
115280,4239,199,535.96,2025-07-29
115281,1860,201,796.77,2025-07-29
115282,3428,264,517.34,2025-07-29
115283,1279,295,276.74,2025-07-29
115284,2999,240,783.07,2025-07-29
115285,2619,158,197.97,2025-07-29
115286,3256,194,17.95,2025-07-29
115287,2584,125,311.04,2025-07-29
115288,4383,270,778.35,2025-07-29
115289,1607,264,540.48,2025-07-29
115290,4125,205,594.46,2025-07-29
115291,1881,115,25.94,2025-07-29
115292,1823,110,191.59,2025-07-29
115293,3702,173,426.13,2025-07-29
115294,530,131,159.44,2025-07-29
115295,4191,103,337.12,2025-07-29
115296,4249,169,236.02,2025-07-29
115297,2549,193,456.1,2025-07-29
115298,810,208,191.79,2025-07-29
115299,4242,240,393.3,2025-07-29
115300,3657,193,664.38,2025-07-29
115301,1103,121,727.96,2025-07-29
115302,2062,284,225.01,2025-07-29
115303,1316,210,982.61,2025-07-29
115304,291,204,810.3,2025-07-29
115305,3634,222,629.16,2025-07-29
115306,2028,201,607.19,2025-07-29
115307,1816,209,562.94,2025-07-29
115308,4004,237,613.04,2025-07-29
115309,3337,128,357.38,2025-07-29
115310,3266,113,966.36,2025-07-29
115311,1107,219,299.96,2025-07-29
115312,2908,136,209.23,2025-07-29
115313,130,290,193.04,2025-07-29
115314,1850,120,429.24,2025-07-29
115315,821,108,909.72,2025-07-29
115316,4257,224,329.14,2025-07-29
115317,3395,161,132.0,2025-07-29
115318,272,107,517.2,2025-07-29
115319,1579,190,52.73,2025-07-29
115320,67,219,133.87,2025-07-29
115321,3293,112,823.78,2025-07-29
115322,4774,195,31.44,2025-07-29
115323,843,191,486.12,2025-07-29
115324,245,124,182.73,2025-07-29
115325,4532,124,69.44,2025-07-29
115326,1596,192,703.15,2025-07-29
115327,4186,186,887.87,2025-07-29
115328,4423,169,30.68,2025-07-29
115329,3678,108,97.01,2025-07-29
115330,4073,135,466.7,2025-07-29
115331,1667,232,644.88,2025-07-29
115332,3978,276,68.02,2025-07-29
115333,1127,158,100.74,2025-07-29
115334,1600,107,581.26,2025-07-29
115335,1864,245,275.14,2025-07-29
115336,2435,291,161.05,2025-07-29
115337,2864,213,759.61,2025-07-29
115338,2339,300,860.82,2025-07-29
115339,3308,300,882.26,2025-07-29
115340,4720,288,427.49,2025-07-29
115341,4765,160,16.09,2025-07-29
115342,2030,300,408.01,2025-07-29
115343,930,226,686.25,2025-07-29
115344,2544,226,729.83,2025-07-29
115345,3194,181,593.21,2025-07-29
115346,2903,238,507.5,2025-07-29
115347,1211,208,19.87,2025-07-29
115348,3784,254,191.96,2025-07-29
115349,2913,115,10.85,2025-07-29
115350,2107,199,694.05,2025-07-29
115351,3684,282,224.3,2025-07-29
115352,1281,288,542.81,2025-07-29
115353,3189,259,68.54,2025-07-29
115354,2053,270,955.55,2025-07-29
115355,622,298,166.14,2025-07-29
115356,4454,230,934.36,2025-07-29
115357,3944,152,211.23,2025-07-29
115358,3236,283,830.97,2025-07-29
115359,2366,141,397.2,2025-07-29
115360,3778,129,447.25,2025-07-29
115361,111,186,719.77,2025-07-29
115362,835,113,667.27,2025-07-29
115363,4825,279,290.27,2025-07-29
115364,3792,290,101.36,2025-07-29
115365,1269,176,101.81,2025-07-29
115366,593,216,885.97,2025-07-29
115367,1475,168,33.84,2025-07-29
115368,4997,137,313.86,2025-07-29
115369,4444,296,456.63,2025-07-29
115370,2045,270,849.68,2025-07-29
115371,2770,196,231.63,2025-07-29
115372,619,219,63.79,2025-07-29
115373,1720,191,515.03,2025-07-29
115374,1831,144,419.13,2025-07-29
115375,3221,268,513.41,2025-07-29
115376,227,169,324.75,2025-07-29
115377,568,168,174.48,2025-07-29
115378,2421,237,557.08,2025-07-29
115379,924,275,612.16,2025-07-29
115380,1024,278,170.25,2025-07-29
115381,33,168,455.53,2025-07-29
115382,3738,208,128.24,2025-07-29
115383,382,187,641.63,2025-07-29
115384,2012,283,717.47,2025-07-29
115385,1682,126,816.17,2025-07-29
115386,86,256,400.37,2025-07-29
115387,587,190,491.8,2025-07-29
115388,694,198,846.54,2025-07-29
115389,3905,211,537.2,2025-07-29
115390,2739,194,907.2,2025-07-29
115391,1728,203,304.95,2025-07-29
115392,705,117,500.0,2025-07-29
115393,541,193,531.58,2025-07-29
115394,3247,141,646.45,2025-07-29
115395,703,256,926.3,2025-07-29
115396,770,220,101.57,2025-07-29
115397,1431,297,167.76,2025-07-29
115398,3349,101,937.0,2025-07-29
115399,760,221,727.49,2025-07-29
115400,4823,210,903.69,2025-07-29
115401,1660,105,740.99,2025-07-29
115402,653,237,674.53,2025-07-29
115403,4753,148,366.58,2025-07-29
115404,989,111,407.77,2025-07-29
115405,3452,283,43.32,2025-07-29
115406,3599,159,909.96,2025-07-29
115407,2113,175,356.88,2025-07-29
115408,4046,244,477.14,2025-07-29
115409,845,219,71.62,2025-07-29
115410,1107,247,857.92,2025-07-29
115411,3044,139,43.35,2025-07-29
115412,4596,233,805.04,2025-07-29
115413,3324,212,999.34,2025-07-29
115414,2363,263,154.5,2025-07-29
115415,3876,260,655.1,2025-07-29
115416,2849,176,827.25,2025-07-29
115417,4586,111,242.2,2025-07-29
115418,2421,142,955.75,2025-07-29
115419,4593,166,21.24,2025-07-29
115420,3659,174,105.08,2025-07-29
115421,2025,203,479.55,2025-07-29
115422,221,262,186.51,2025-07-29
115423,4087,197,850.01,2025-07-29
115424,3536,288,483.67,2025-07-29
115425,1435,188,52.76,2025-07-29
115426,1722,141,999.58,2025-07-29
115427,3246,157,434.63,2025-07-29
115428,2328,144,912.46,2025-07-29
115429,4505,248,339.77,2025-07-29
115430,2064,271,865.77,2025-07-29
115431,3387,290,710.14,2025-07-29
115432,2057,158,807.31,2025-07-29
115433,4498,236,404.02,2025-07-29
115434,2937,293,970.42,2025-07-29
115435,75,273,483.5,2025-07-29
115436,4874,106,293.95,2025-07-29
115437,75,149,342.17,2025-07-29
115438,3854,228,828.0,2025-07-29
115439,1195,286,556.95,2025-07-29
115440,697,160,201.65,2025-07-29
115441,1770,230,212.18,2025-07-29
115442,4923,252,312.25,2025-07-29
115443,899,149,398.77,2025-07-29
115444,1488,203,143.23,2025-07-29
115445,1344,123,998.68,2025-07-29
115446,4213,185,240.44,2025-07-29
115447,322,184,817.31,2025-07-29
115448,3672,256,242.13,2025-07-29
115449,3225,258,585.37,2025-07-29
115450,4059,203,198.91,2025-07-29
115451,2688,242,485.81,2025-07-29
115452,2331,124,64.52,2025-07-29
115453,1643,146,771.56,2025-07-29
115454,1662,193,28.76,2025-07-29
115455,320,255,558.15,2025-07-29
115456,1295,145,302.6,2025-07-29
115457,3726,201,627.85,2025-07-29
115458,905,226,898.77,2025-07-29
115459,2772,132,258.19,2025-07-29
115460,3518,247,122.42,2025-07-29
115461,1758,236,636.16,2025-07-29
115462,502,244,23.92,2025-07-29
115463,2765,230,390.83,2025-07-29
115464,769,137,828.06,2025-07-29
115465,4311,216,395.14,2025-07-29
115466,235,261,649.85,2025-07-29
115467,4481,295,882.92,2025-07-29
115468,1544,193,202.12,2025-07-29
115469,4763,102,504.95,2025-07-29
115470,3070,184,249.03,2025-07-29
115471,3390,107,604.35,2025-07-29
115472,2575,236,17.58,2025-07-29
115473,3807,119,988.34,2025-07-29
115474,2511,123,403.64,2025-07-29
115475,4145,178,947.2,2025-07-29
115476,463,198,426.55,2025-07-29
115477,4782,123,921.57,2025-07-29
115478,4996,179,605.28,2025-07-29
115479,2356,169,745.38,2025-07-29
115480,3363,300,716.77,2025-07-29
115481,1308,257,227.91,2025-07-29
115482,1022,238,457.99,2025-07-29
115483,75,120,119.1,2025-07-29
115484,200,122,831.02,2025-07-29
115485,3034,260,340.58,2025-07-29
115486,754,228,536.8,2025-07-29
115487,4091,172,222.82,2025-07-29
115488,3891,147,735.31,2025-07-29
115489,4930,220,745.66,2025-07-29
115490,107,294,997.15,2025-07-29
115491,2590,101,791.58,2025-07-29
115492,2847,239,953.11,2025-07-29
115493,2832,298,485.33,2025-07-29
115494,2374,250,907.29,2025-07-29
115495,3435,268,697.74,2025-07-29
115496,2668,276,744.92,2025-07-29
115497,4575,235,386.59,2025-07-29
115498,184,234,843.9,2025-07-29
115499,3843,202,360.38,2025-07-29
115500,1001,111,480.43,2025-07-29
115501,830,142,731.21,2025-07-29
115502,2981,157,666.44,2025-07-29
115503,3878,141,459.37,2025-07-29
115504,4939,278,149.33,2025-07-29
115505,1192,269,309.75,2025-07-29
115506,1382,238,898.18,2025-07-29
115507,4290,125,212.85,2025-07-29
115508,3787,214,186.9,2025-07-29
115509,1912,278,553.28,2025-07-29
115510,2637,264,669.64,2025-07-29
115511,1945,111,817.93,2025-07-29
115512,3464,102,879.71,2025-07-29
115513,3151,142,844.7,2025-07-29
115514,531,143,311.77,2025-07-29
115515,607,300,546.54,2025-07-29
115516,2140,112,128.86,2025-07-29
115517,2074,261,491.99,2025-07-29
115518,1593,285,776.54,2025-07-29
115519,3318,297,584.35,2025-07-29
115520,56,159,965.69,2025-07-29
115521,2851,163,63.74,2025-07-29
115522,4770,171,768.53,2025-07-29
115523,4303,297,148.69,2025-07-29
115524,4833,163,217.27,2025-07-29
115525,885,197,449.38,2025-07-29
115526,2178,135,389.59,2025-07-29
115527,621,246,901.95,2025-07-29
115528,2065,149,734.96,2025-07-29
115529,4427,154,290.72,2025-07-29
115530,3568,198,745.86,2025-07-29
115531,3723,157,762.98,2025-07-29
115532,2945,211,635.14,2025-07-29
115533,3133,164,958.95,2025-07-29
115534,1725,137,609.34,2025-07-29
115535,806,156,300.21,2025-07-29
115536,4432,146,564.11,2025-07-29
115537,95,289,116.22,2025-07-29
115538,4564,198,432.55,2025-07-29
115539,141,132,695.04,2025-07-29
115540,1929,234,517.46,2025-07-29
115541,1921,217,874.98,2025-07-29
115542,3866,250,906.94,2025-07-29
115543,227,248,979.43,2025-07-29
115544,2864,144,259.22,2025-07-29
115545,3800,121,688.46,2025-07-29
115546,811,286,498.02,2025-07-29
115547,412,259,803.38,2025-07-29
115548,2002,221,792.69,2025-07-29
115549,342,122,175.47,2025-07-29
115550,1470,171,458.1,2025-07-29
115551,4228,230,48.89,2025-07-29
115552,1361,223,701.87,2025-07-29
115553,2862,216,159.12,2025-07-29
115554,143,124,389.5,2025-07-29
115555,3972,247,652.02,2025-07-29
115556,2248,175,509.79,2025-07-29
115557,2519,272,545.2,2025-07-29
115558,4919,136,223.05,2025-07-29
115559,7,124,615.68,2025-07-29
115560,3675,277,116.74,2025-07-29
115561,3305,172,817.99,2025-07-29
115562,3184,104,833.36,2025-07-29
115563,2981,225,873.62,2025-07-29
115564,4543,273,174.68,2025-07-29
115565,2319,106,848.51,2025-07-29
115566,3858,141,218.43,2025-07-29
115567,4053,115,921.64,2025-07-29
115568,4422,156,821.8,2025-07-29
115569,4699,141,465.54,2025-07-29
115570,1264,260,628.16,2025-07-29
115571,3350,115,789.33,2025-07-29
115572,3562,125,687.2,2025-07-29
115573,474,283,843.54,2025-07-29
115574,1653,242,527.61,2025-07-29
115575,282,236,981.51,2025-07-29
115576,4823,126,147.23,2025-07-29
115577,2845,122,763.52,2025-07-29
115578,2170,275,121.1,2025-07-29
115579,2817,257,279.07,2025-07-29
115580,3022,160,543.71,2025-07-29
115581,3300,244,175.53,2025-07-29
115582,3986,231,794.38,2025-07-29
115583,2954,187,641.82,2025-07-29
115584,3738,299,61.22,2025-07-29
115585,829,189,878.66,2025-07-29
115586,731,295,95.72,2025-07-29
115587,1923,251,324.7,2025-07-29
115588,3463,279,247.09,2025-07-29
115589,968,233,776.39,2025-07-29
115590,1532,212,346.36,2025-07-29
115591,527,111,496.86,2025-07-29
115592,3501,125,15.43,2025-07-29
115593,3497,192,960.27,2025-07-29
115594,1408,154,376.26,2025-07-29
115595,250,143,327.42,2025-07-29
115596,2703,210,465.78,2025-07-29
115597,441,279,206.73,2025-07-29
115598,4299,288,627.14,2025-07-29
115599,3804,295,82.55,2025-07-29
115600,246,227,810.35,2025-07-29
115601,292,269,113.43,2025-07-29
115602,4000,209,693.75,2025-07-29
115603,2702,282,695.93,2025-07-29
115604,1381,276,239.32,2025-07-29
115605,2452,237,218.86,2025-07-29
115606,3871,272,880.69,2025-07-29
115607,2853,225,670.61,2025-07-29
115608,3727,251,496.06,2025-07-29
115609,1233,300,970.74,2025-07-29
115610,3958,228,779.17,2025-07-29
115611,4780,123,871.42,2025-07-29
115612,681,264,859.53,2025-07-29
115613,2295,179,808.7,2025-07-29
115614,4197,270,559.53,2025-07-29
115615,3117,149,71.08,2025-07-29
115616,1584,150,10.12,2025-07-29
115617,3616,211,942.19,2025-07-29
115618,1429,256,968.15,2025-07-29
115619,1019,202,567.14,2025-07-29
115620,712,261,96.82,2025-07-29
115621,12,142,679.81,2025-07-29
115622,4652,104,710.96,2025-07-29
115623,3148,118,805.8,2025-07-29
115624,1226,219,293.0,2025-07-29
115625,4080,170,721.43,2025-07-29
115626,422,225,977.58,2025-07-29
115627,4589,192,755.5,2025-07-29
115628,4932,103,286.88,2025-07-29
115629,964,209,254.17,2025-07-29
115630,1060,164,984.08,2025-07-29
115631,2656,169,186.11,2025-07-29
115632,1394,282,405.69,2025-07-29
115633,2575,274,534.16,2025-07-29
115634,2276,190,921.98,2025-07-29
115635,412,147,515.21,2025-07-29
115636,3800,170,430.47,2025-07-29
115637,509,216,474.43,2025-07-29
115638,119,157,314.9,2025-07-29
115639,4802,272,492.5,2025-07-29
115640,843,235,512.09,2025-07-29
115641,3191,299,185.46,2025-07-29
115642,4845,120,441.49,2025-07-29
115643,209,292,231.02,2025-07-29
115644,1105,178,735.11,2025-07-29
115645,3272,101,724.61,2025-07-29
115646,479,290,234.04,2025-07-29
115647,706,209,321.42,2025-07-29
115648,2826,145,900.48,2025-07-29
115649,1780,260,281.22,2025-07-29
115650,3498,160,792.32,2025-07-29
115651,2325,285,699.96,2025-07-29
115652,1788,294,625.02,2025-07-29
115653,4785,108,224.74,2025-07-29
115654,1034,201,123.69,2025-07-29
115655,61,214,460.54,2025-07-29
115656,3340,176,609.48,2025-07-29
115657,2206,115,451.7,2025-07-29
115658,4987,204,784.69,2025-07-29
115659,639,209,10.77,2025-07-29
115660,3439,130,216.88,2025-07-29
115661,205,166,508.1,2025-07-29
115662,1228,119,379.45,2025-07-29
115663,2002,121,183.76,2025-07-29
115664,3692,247,710.74,2025-07-29
115665,2690,179,865.84,2025-07-29
115666,2537,186,112.22,2025-07-29
115667,2789,160,47.02,2025-07-29
115668,1586,219,464.4,2025-07-29
115669,3055,174,561.28,2025-07-29
115670,2820,119,616.04,2025-07-29
115671,2351,215,261.12,2025-07-29
115672,2275,236,741.62,2025-07-29
115673,1645,251,935.42,2025-07-29
115674,3856,217,766.34,2025-07-29
115675,262,232,691.13,2025-07-29
115676,4031,229,569.71,2025-07-29
115677,1948,173,591.36,2025-07-29
115678,2518,294,257.35,2025-07-29
115679,3825,181,137.9,2025-07-29
115680,4900,150,367.35,2025-07-29
115681,201,279,28.95,2025-07-29
115682,4466,263,971.61,2025-07-29
115683,4521,235,511.76,2025-07-29
115684,334,257,909.24,2025-07-29
115685,4268,119,360.23,2025-07-29
115686,2132,247,801.9,2025-07-29
115687,4706,160,28.62,2025-07-29
115688,155,235,544.65,2025-07-29
115689,1288,297,513.13,2025-07-29
115690,4638,240,643.49,2025-07-29
115691,4611,250,711.31,2025-07-29
115692,3789,225,866.49,2025-07-29
115693,3477,111,385.88,2025-07-29
115694,2114,135,235.04,2025-07-29
115695,2347,240,832.93,2025-07-29
115696,4009,296,526.69,2025-07-29
115697,1353,234,167.36,2025-07-29
115698,51,215,898.2,2025-07-29
115699,4902,205,169.62,2025-07-29
115700,3644,200,20.6,2025-07-29
115701,2069,140,950.53,2025-07-29
115702,418,263,900.05,2025-07-29
115703,2737,139,274.52,2025-07-29
115704,1382,136,784.13,2025-07-29
115705,3282,124,829.39,2025-07-29
115706,4441,300,87.26,2025-07-29
115707,1801,237,21.83,2025-07-29
115708,4424,150,693.7,2025-07-29
115709,1289,203,293.35,2025-07-29
115710,882,119,847.21,2025-07-29
115711,3708,158,409.63,2025-07-29
115712,1954,226,717.63,2025-07-29
115713,1576,154,680.95,2025-07-29
115714,3989,141,371.86,2025-07-29
115715,74,217,577.67,2025-07-29
115716,2771,297,878.0,2025-07-29
115717,3115,280,345.22,2025-07-29
115718,3135,179,434.29,2025-07-29
115719,1820,161,17.56,2025-07-29
115720,2572,242,962.08,2025-07-29
115721,2101,120,226.47,2025-07-29
115722,2865,238,816.74,2025-07-29
115723,4406,127,41.63,2025-07-29
115724,2007,245,274.57,2025-07-29
115725,3517,207,410.49,2025-07-29
115726,2267,265,881.96,2025-07-29
115727,4226,264,440.63,2025-07-29
115728,211,183,568.38,2025-07-29
115729,1269,175,221.22,2025-07-29
115730,699,280,243.57,2025-07-29
115731,4101,107,58.96,2025-07-29
115732,192,221,128.34,2025-07-29
115733,2468,193,81.15,2025-07-29
115734,4563,291,414.56,2025-07-29
115735,4981,162,544.48,2025-07-29
115736,2289,232,243.3,2025-07-29
115737,4794,217,223.84,2025-07-29
115738,3010,280,384.36,2025-07-29
115739,3023,154,174.21,2025-07-29
115740,759,176,967.87,2025-07-29
115741,4,257,330.67,2025-07-29
115742,3568,287,767.98,2025-07-29
115743,3640,152,75.4,2025-07-29
115744,2025,247,906.71,2025-07-29
115745,3467,266,655.0,2025-07-29
115746,1421,138,338.86,2025-07-29
115747,147,262,213.49,2025-07-29
115748,4500,282,824.25,2025-07-29
115749,4937,239,699.47,2025-07-29
115750,661,276,715.66,2025-07-29
115751,2047,262,748.15,2025-07-29
115752,4196,250,76.28,2025-07-29
115753,649,204,929.3,2025-07-29
115754,2162,209,17.88,2025-07-29
115755,3018,212,985.75,2025-07-29
115756,3110,270,887.91,2025-07-29
115757,462,131,187.31,2025-07-29
115758,1699,260,822.4,2025-07-29
115759,921,268,801.45,2025-07-29
115760,206,108,313.75,2025-07-29
115761,2483,142,978.35,2025-07-29
115762,4101,177,790.76,2025-07-29
115763,2211,109,694.92,2025-07-29
115764,3173,235,216.52,2025-07-29
115765,833,271,579.74,2025-07-29
115766,2976,257,669.32,2025-07-29
115767,4501,217,322.35,2025-07-29
115768,2471,217,466.32,2025-07-29
115769,1196,245,371.63,2025-07-29
115770,1777,153,988.97,2025-07-29
115771,2409,121,190.44,2025-07-29
115772,4795,274,737.2,2025-07-29
115773,692,260,444.11,2025-07-29
115774,3342,225,719.01,2025-07-29
115775,4444,132,371.64,2025-07-29
115776,147,115,816.97,2025-07-29
115777,1568,211,355.57,2025-07-29
115778,434,168,654.95,2025-07-29
115779,969,147,843.92,2025-07-29
115780,207,118,951.42,2025-07-29
115781,1148,189,803.97,2025-07-29
115782,4543,200,604.23,2025-07-29
115783,1969,113,509.09,2025-07-29
115784,80,189,440.6,2025-07-29
115785,2557,291,294.88,2025-07-29
115786,4451,240,147.2,2025-07-29
115787,1400,152,604.9,2025-07-29
115788,767,207,393.0,2025-07-29
115789,4939,295,160.84,2025-07-29
115790,2625,269,663.71,2025-07-29
115791,4140,261,537.45,2025-07-29
115792,1157,257,773.41,2025-07-29
115793,4026,274,486.79,2025-07-29
115794,1328,269,103.84,2025-07-29
115795,3857,144,102.44,2025-07-29
115796,570,166,472.23,2025-07-29
115797,3974,108,628.58,2025-07-29
115798,3811,290,65.71,2025-07-29
115799,4346,109,179.29,2025-07-29
115800,4968,285,884.34,2025-07-29
115801,910,248,783.22,2025-07-29
115802,273,278,219.21,2025-07-29
115803,558,188,313.7,2025-07-29
115804,577,110,227.2,2025-07-29
115805,1949,180,679.3,2025-07-29
115806,1405,141,108.12,2025-07-29
115807,1361,269,636.83,2025-07-29
115808,1031,198,994.8,2025-07-29
115809,4606,256,86.65,2025-07-29
115810,4876,207,830.24,2025-07-29
115811,289,280,154.25,2025-07-29
115812,3860,277,60.28,2025-07-29
115813,3193,141,724.3,2025-07-29
115814,1882,245,854.71,2025-07-29
115815,1505,216,819.18,2025-07-29
115816,2417,206,362.45,2025-07-29
115817,3326,148,159.23,2025-07-29
115818,4042,259,997.07,2025-07-29
115819,4516,261,56.43,2025-07-29
115820,1391,229,77.2,2025-07-29
115821,987,242,238.65,2025-07-29
115822,4004,139,186.15,2025-07-29
115823,4725,232,802.63,2025-07-29
115824,2766,129,65.35,2025-07-29
115825,2705,136,951.55,2025-07-29
115826,3357,155,136.27,2025-07-29
115827,4497,137,791.27,2025-07-29
115828,1224,105,680.6,2025-07-29
115829,3670,219,600.47,2025-07-29
115830,307,112,478.17,2025-07-29
115831,2367,216,178.13,2025-07-29
115832,2739,252,572.81,2025-07-29
115833,3349,102,660.66,2025-07-29
115834,3258,135,532.28,2025-07-29
115835,3885,186,743.15,2025-07-29
115836,182,291,767.4,2025-07-29
115837,2281,265,930.01,2025-07-29
115838,3346,193,43.86,2025-07-29
115839,2526,292,754.15,2025-07-29
115840,165,280,974.75,2025-07-29
115841,3553,190,322.31,2025-07-29
115842,2854,123,437.08,2025-07-29
115843,3974,202,713.85,2025-07-29
115844,3745,197,952.97,2025-07-29
115845,1404,181,951.81,2025-07-29
115846,2278,194,797.37,2025-07-29
115847,2759,178,474.87,2025-07-29
115848,1034,261,169.7,2025-07-29
115849,2437,134,809.26,2025-07-29
115850,2657,189,197.05,2025-07-29
115851,2499,220,421.91,2025-07-29
115852,3213,268,721.77,2025-07-29
115853,4475,209,187.81,2025-07-29
115854,1779,297,879.04,2025-07-29
115855,2597,237,389.18,2025-07-29
115856,4363,193,845.11,2025-07-29
115857,2378,285,665.21,2025-07-29
115858,4654,162,996.5,2025-07-29
115859,4227,236,648.94,2025-07-29
115860,3216,252,779.07,2025-07-29
115861,1007,174,527.48,2025-07-29
115862,3900,236,694.68,2025-07-29
115863,2102,226,232.37,2025-07-29
115864,2025,230,74.76,2025-07-29
115865,59,283,695.37,2025-07-29
115866,486,112,637.52,2025-07-29
115867,1994,186,33.03,2025-07-29
115868,1246,161,475.86,2025-07-29
115869,4085,266,587.24,2025-07-29
115870,4159,163,810.82,2025-07-29
115871,4817,263,832.31,2025-07-29
115872,2452,151,315.93,2025-07-29
115873,2278,147,712.94,2025-07-29
115874,1108,250,930.09,2025-07-29
115875,2168,153,450.32,2025-07-29
115876,2431,193,512.48,2025-07-29
115877,1455,209,19.45,2025-07-29
115878,1724,118,940.6,2025-07-29
115879,1756,115,36.73,2025-07-29
115880,529,138,430.76,2025-07-29
115881,4085,285,815.57,2025-07-29
115882,2444,280,544.92,2025-07-29
115883,2406,168,862.14,2025-07-29
115884,3623,101,483.67,2025-07-29
115885,3535,224,808.48,2025-07-29
115886,4720,215,534.14,2025-07-29
115887,2631,142,237.8,2025-07-29
115888,4925,241,890.84,2025-07-29
115889,1347,249,163.43,2025-07-29
115890,3093,206,59.89,2025-07-29
115891,1524,268,142.27,2025-07-29
115892,4004,226,488.52,2025-07-29
115893,2697,101,413.17,2025-07-29
115894,480,203,811.53,2025-07-29
115895,394,177,911.69,2025-07-29
115896,1251,196,109.85,2025-07-29
115897,3321,102,814.05,2025-07-29
115898,4753,216,839.78,2025-07-29
115899,1542,129,621.88,2025-07-29
115900,3863,177,332.24,2025-07-29
115901,3629,143,44.8,2025-07-29
115902,2198,271,846.83,2025-07-29
115903,3016,158,923.03,2025-07-29
115904,856,294,814.01,2025-07-29
115905,2041,242,715.91,2025-07-29
115906,4439,249,631.27,2025-07-29
115907,4915,135,402.39,2025-07-29
115908,644,158,381.55,2025-07-29
115909,401,176,497.96,2025-07-29
115910,1328,166,781.84,2025-07-29
115911,2679,291,335.37,2025-07-29
115912,241,115,32.29,2025-07-29
115913,505,235,757.65,2025-07-29
115914,4941,221,348.66,2025-07-29
115915,3885,200,80.02,2025-07-29
115916,841,235,295.51,2025-07-29
115917,3139,282,14.78,2025-07-29
115918,3741,161,688.35,2025-07-29
115919,3408,269,959.5,2025-07-29
115920,1729,254,134.9,2025-07-29
115921,4674,254,604.4,2025-07-29
115922,2620,251,212.64,2025-07-29
115923,574,281,597.05,2025-07-29
115924,2004,286,213.19,2025-07-29
115925,2866,250,516.65,2025-07-29
115926,3539,182,859.7,2025-07-29
115927,520,123,908.72,2025-07-29
115928,1925,245,708.05,2025-07-29
115929,4253,294,865.77,2025-07-29
115930,3082,176,475.02,2025-07-29
115931,2331,248,910.3,2025-07-29
115932,4361,200,909.12,2025-07-29
115933,2423,184,456.7,2025-07-29
115934,1734,274,628.97,2025-07-29
115935,313,197,794.81,2025-07-29
115936,1467,214,599.24,2025-07-29
115937,1812,246,211.8,2025-07-29
115938,851,233,987.45,2025-07-29
115939,241,256,805.63,2025-07-29
115940,3742,233,791.36,2025-07-29
115941,325,135,704.27,2025-07-29
115942,2500,237,954.98,2025-07-29
115943,1782,229,285.17,2025-07-29
115944,765,233,188.11,2025-07-29
115945,863,234,14.97,2025-07-29
115946,1858,223,332.38,2025-07-29
115947,1416,278,502.53,2025-07-29
115948,771,257,317.16,2025-07-29
115949,1928,298,799.75,2025-07-29
115950,357,284,949.51,2025-07-29
115951,1691,162,84.98,2025-07-29
115952,2888,300,157.41,2025-07-29
115953,530,121,656.42,2025-07-29
115954,3016,240,792.66,2025-07-29
115955,3848,288,88.34,2025-07-29
115956,2641,271,329.92,2025-07-29
115957,2609,233,820.14,2025-07-29
115958,3636,102,208.96,2025-07-29
115959,558,169,168.94,2025-07-29
115960,1845,155,724.92,2025-07-29
115961,4719,277,900.64,2025-07-29
115962,578,160,45.26,2025-07-29
115963,2948,267,341.12,2025-07-29
115964,3030,292,913.79,2025-07-29
115965,1250,173,740.24,2025-07-29
115966,903,159,947.15,2025-07-29
115967,3899,189,544.16,2025-07-29
115968,2493,274,494.72,2025-07-29
115969,1225,296,950.16,2025-07-29
115970,2550,218,803.71,2025-07-29
115971,879,151,433.62,2025-07-29
115972,916,173,233.44,2025-07-29
115973,2669,143,500.46,2025-07-29
115974,1170,253,271.34,2025-07-29
115975,3763,118,570.19,2025-07-29
115976,1899,157,526.42,2025-07-29
115977,3399,285,931.58,2025-07-29
115978,4950,168,799.19,2025-07-29
115979,2963,243,216.31,2025-07-29
115980,2682,163,277.54,2025-07-29
115981,4643,240,72.45,2025-07-29
115982,3296,135,449.99,2025-07-29
115983,2964,111,381.47,2025-07-29
115984,2379,295,342.06,2025-07-29
115985,4774,170,622.26,2025-07-29
115986,3446,282,918.65,2025-07-29
115987,1434,147,945.17,2025-07-29
115988,3188,245,267.33,2025-07-29
115989,3994,278,960.72,2025-07-29
115990,1775,178,260.28,2025-07-29
115991,395,113,890.07,2025-07-29
115992,4161,258,692.16,2025-07-29
115993,2211,218,146.77,2025-07-29
115994,4963,207,510.3,2025-07-29
115995,680,293,555.21,2025-07-29
